AlertID,County,EndRoadwayLocation,EndTime,EventCategory,EventStatus,ExtendedDescription,HeadlineDescription,LastUpdatedTime,Priority,Region,StartRoadwayLocation,StartTime,timestamp
626170,Spokane,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.633655685, ""Longitude"": -117.480536912, ""MilePost"": 283.17, ""RoadName"": ""002""}",,Road Report,Open,,"US2 from Davenport to I-90, road conditions are:  bare and wet bare and dry.",/Date(1738697787027-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.653668958, ""Longitude"": -118.162197575, ""MilePost"": 250.54, ""RoadName"": ""002""}",/Date(1738697760000-0800)/,2025-02-04 16:23:32.489436
623276,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""285""}",/Date(1732989360000-0800)/,Signals,Open,,"On SR 285 milepost 3 (intersection of N. Wenatchee Ave. and McKittrick St. in Wenatchee), new signal is now live. Stay alert in the area for new stops and turning motions at the intersection.

Contact: City of Wenatchee 509-888-6200",/Date(1731003126657-0800)/,Low,North Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.440262645, ""Longitude"": -120.32482663, ""MilePost"": 3.0, ""RoadName"": ""285""}",/Date(1731002160000-0800)/,2025-02-04 16:23:32.489436
634725,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""167""}",/Date(1739012400000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: The South 212th Street on-ramp to northbound SR 167 will be closed nightly, from 10:00 p.m. – 3:00 a.m.",/Date(1738610843733-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.412106029, ""Longitude"": -122.220464399, ""MilePost"": 22.4, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
624587,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""504""}",,Closure,Open,,The SR 504 Forest Learning Center Rest Area will be closed for the annual winter closure until late March 2025.,/Date(1732037331300-0800)/,Medium,Southwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.309917921, ""Longitude"": -122.394897384, ""MilePost"": 33.0, ""RoadName"": ""504""}",/Date(1731704160000-0800)/,2025-02-04 16:23:32.489436
626161,Spokane,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.696625598, ""Longitude"": -117.041688607, ""MilePost"": 299.82, ""RoadName"": ""090""}",,Road Report,Open,,"I-90 from Broadway to the Idaho State Line, road conditions are:  bare and dry, bare and wet with slush in places on the shoulders.",/Date(1738697890783-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.66376145, ""Longitude"": -117.312807889, ""MilePost"": 286.24, ""RoadName"": ""090""}",/Date(1738697880000-0800)/,2025-02-04 16:23:32.489436
634862,Clark,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 45.768676227, ""Longitude"": -122.668123064, ""MilePost"": 10.78, ""RoadName"": ""005""}",,Rest Area,Open,,The Gee Creek Northbound rest area at I-5 at 10.78 milepost is Open with with the RV Dump Station being disabled due to Maintenance. Please check out Travel Center website for further details. https://wsdot.wa.gov/travel/roads-bridges/rest-areas,/Date(1738706765813-0800)/,Medium,Southwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 45.768676227, ""Longitude"": -122.668123064, ""MilePost"": 10.78, ""RoadName"": ""005""}",/Date(1738706040000-0800)/,2025-02-04 16:23:32.489436
634730,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.615636017, ""Longitude"": -122.188487424, ""MilePost"": 13.7, ""RoadName"": ""405""}",/Date(1738758600000-0800)/,Construction,Open,,"Up to two lanes of northbound I-405 from Southeast Eighth Street (milepost 11.5) to Northeast Fourth / Eight Street (milepost 13.7) will be closed overnight, 9:30 p.m. Tuesday, Feb. 4 – 4:30 a.m. Wednesday, Feb. 5.",/Date(1738611520610-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.585399476, ""Longitude"": -122.177879341, ""MilePost"": 11.5, ""RoadName"": ""405""}",/Date(1738656000000-0800)/,2025-02-04 16:23:32.489436
626172,Whitman,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.890846035, ""Longitude"": -117.364118933, ""MilePost"": 133.5, ""RoadName"": ""026""}",,Road Report,Open,,"SR26 from Washtucna to Colfax, road conditions are: bare and wet, with snow and slush in places.",/Date(1738697747270-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.758378267, ""Longitude"": -118.308224419, ""MilePost"": 83.0, ""RoadName"": ""026""}",/Date(1738697700000-0800)/,2025-02-04 16:23:32.489436
584226,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.882385359, ""Longitude"": -124.352948325, ""MilePost"": 184.71, ""RoadName"": ""101""}",/Date(1798744680000-0800)/,Construction,Open,,"Expect around-the-clock single-lane alternating traffic on US 101 at the Jefferson-Clallam county line. The speed limit is reduced to 25 mph between mileposts 184 and 185. Crews are building a bridge to improve fish passage in <a href=""https://wsdot.wa.gov/construction-planning/search-projects/us-101-may-creek-vic-dowans-creek-rd-remove-fish-barrier"">May Creek</a>.",/Date(1714677131230-0700)/,Medium,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.879865594, ""Longitude"": -124.35087107, ""MilePost"": 184.51, ""RoadName"": ""101""}",/Date(1709234280000-0800)/,2025-02-04 16:23:32.489436
569747,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.526743854, ""Longitude"": -121.431185531, ""MilePost"": 106.11, ""RoadName"": ""020""}",,Construction,Open,,"Until further notice, weekdays from 7 a.m. to 5:30 p.m. construction on SR 20 will alternate traffic from Marblemount to near Cascade Lane. The construction is expected to be completed at noon on Fridays.",/Date(1718401911060-0700)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.52593772, ""Longitude"": -121.454601955, ""MilePost"": 105.0, ""RoadName"": ""020""}",/Date(1697224980000-0700)/,2025-02-04 16:23:32.489436
626167,Spokane,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.990618569, ""Longitude"": -117.541458147, ""MilePost"": 184.0, ""RoadName"": ""395""}",,Road Report,Open,,US395 from Spokane to Clayton road conditions are:  bare and wet with slush in places. ,/Date(1738693275193-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.745976519, ""Longitude"": -117.411422132, ""MilePost"": 164.96, ""RoadName"": ""395""}",/Date(1738693260000-0800)/,2025-02-04 16:23:32.489436
599536,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.726541279, ""Longitude"": -122.976950025, ""MilePost"": 82.7, ""RoadName"": ""005""}",,Construction,Open,,"Beginning Monday, June 3, and continuing until further notice: Travelers in both directions of I-5 between 13th Street (milepost 76) and Harrison Avenue (milepost 82) will encounter shoulder closures and slight delays along the following on-ramps: 

Northbound I-5 ramp meter locations
Exit 76 – 13th Street 
Exit 77 – State Route 6
Exit 79 – Chamber Way

Southbound I-5 ramp meter locations
Exit 77 – SR 6 
Exit 79 – Chamber Way
Exit 81 - SR 507 Mellen Street
Exit 82 - Harrison Avenue",/Date(1717186811373-0700)/,Medium,Southwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.642995293, ""Longitude"": -122.953081815, ""MilePost"": 76.2, ""RoadName"": ""005""}",/Date(1717408800000-0700)/,2025-02-04 16:23:32.489436
634680,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.828484395, ""Longitude"": -122.209123254, ""MilePost"": 5.06, ""RoadName"": ""527""}",/Date(1739019600000-0800)/,Maintenance,Open,,"Nightly from 9 p.m. to 5 a.m. Sunday, Feb. 2 to Saturday morning, Feb. 8, crews will close the right two lanes of northbound State Route 527/Bothell Everett Highway in Bothell for roadwork. Crews will also shift the lanes.",/Date(1738595908257-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.827070016, ""Longitude"": -122.208697661, ""MilePost"": 4.96, ""RoadName"": ""527""}",/Date(1738593780000-0800)/,2025-02-04 16:23:32.489436
634457,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 45.717514232, ""Longitude"": -122.648779817, ""MilePost"": 36.7, ""RoadName"": ""205""}",/Date(1738890000000-0800)/,Construction,Open,,"Monday, Feb. 3 to Thursday, Feb. 6: Travelers on southbound I-205 between Southeast 10th Street and Exit 36/Northeast 134th Street will encounter intermittent closures for electrical work, daily from 7 a.m. to 5 p.m. Closures will affect the following on- and off-ramps:

Northeast 134th Street
Westbound Padden Parkway
SR 500 
Northeast 18th Street
Mill Plain Boulevard
Fourth Plain Boulevard 

Plan ahead and expect delays.",/Date(1738366113900-0800)/,Medium,Southwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 45.614165608, ""Longitude"": -122.554341249, ""MilePost"": 27.8, ""RoadName"": ""205""}",/Date(1738587600000-0800)/,2025-02-04 16:23:32.489436
634450,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.121422433, ""Longitude"": -122.926965056, ""MilePost"": 7.5, ""RoadName"": ""432""}",/Date(1738756800000-0800)/,Maintenance,Open,,"From 9 p.m., Tuesday, Feb. 4 to 4 a.m., Wednesday, Feb. 5: Both directions of SR 432, between 3rd Avenue/Industrial Way and Tennant Way, will be closed overnight for work to repair the failing rail crossing panels along the roadway. Travelers will follow a signed detour around the closure using Oregon and Tennant Way - expect delays.",/Date(1738689028977-0800)/,Highest,Southwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.116087686, ""Longitude"": -122.930054764, ""MilePost"": 7.1, ""RoadName"": ""432""}",/Date(1738699200000-0800)/,2025-02-04 16:23:32.489436
634728,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.483958118, ""Longitude"": -122.196426083, ""MilePost"": 4.0, ""RoadName"": ""405""}",/Date(1738929600000-0800)/,Construction,Open,,"Up to three lanes of northbound I-405 from the northbound I-5 off-ramp (milepost 0.48) to the SR 169 off-ramp (milepost 4) will be closed overnight, 11:59 p.m. Monday, Feb 3 – 4 a.m. Tuesday, Feb. 4, and overnight, 11:59 p.m. Thursday, Feb. 6 – 4 a.m. Friday, Feb. 7.",/Date(1738611367637-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.461846593, ""Longitude"": -122.255208143, ""MilePost"": 0.48, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634419,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.758801145, ""Longitude"": -122.184231751, ""MilePost"": 23.75, ""RoadName"": ""405""}",/Date(1738929600000-0800)/,Construction,Open,,"The two left general-purpose lanes of southbound I-405 from milepost 27.75 to milepost 23.75 will be closed nightly from 11 p.m. Monday, Feb. 3 to 4 a.m. Friday, Feb. 7.",/Date(1738350246283-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.805352308, ""Longitude"": -122.227677357, ""MilePost"": 27.75, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634715,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.383656361, ""Longitude"": -122.244739575, ""MilePost"": 20.0, ""RoadName"": ""167""}",/Date(1739019600000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: Up to two lanes of southbound SR 167 from I-405 (milepost 26.0) to Willis Street (milepost 20.0) will be closed nightly, from 9:00 p.m. – 5:00 a.m.",/Date(1738609877817-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.463813716, ""Longitude"": -122.218184711, ""MilePost"": 26.0, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
626169,Pend Oreille,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.17352249, ""Longitude"": -117.066616315, ""MilePost"": 332.76, ""RoadName"": ""002""}",,Road Report,Open,,"US2 from Spokane to Newport, road condition: bare and wet, bare and dry, slush in places on the shoulder.",/Date(1738697973767-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.751028683, ""Longitude"": -117.40047858, ""MilePost"": 293.8, ""RoadName"": ""002""}",/Date(1738697940000-0800)/,2025-02-04 16:23:32.489436
626168,Stevens,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.529307531, ""Longitude"": -117.903215666, ""MilePost"": 228.43, ""RoadName"": ""395""}",,Road Report,Open,,"US395 from Clayton to Colville, road conditions are:  Bare and wet, snow in places.",/Date(1738714097850-0800)/,Low,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.990618569, ""Longitude"": -117.541458147, ""MilePost"": 184.0, ""RoadName"": ""395""}",/Date(1738714200000-0800)/,2025-02-04 16:23:32.489436
622483,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.915807987, ""Longitude"": -121.37880493, ""MilePost"": 77.0, ""RoadName"": ""410""}",,Pass Closure,Open,,"SR 410 Chinook Pass is closed for the season due to adverse conditions and avalanche risk. Eastbound closure is at milepost 57, Crystal Mountain Boulevard, 12 miles west of the summit. Westbound closure is at milepost 77, Lodgepole Campground, 8 miles east of the summit.",/Date(1735838886440-0800)/,High,South Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 46.986892186, ""Longitude"": -121.534643131, ""MilePost"": 57.0, ""RoadName"": ""410""}",/Date(1730398980000-0700)/,2025-02-04 16:23:32.489436
634727,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.467403463, ""Longitude"": -122.224654333, ""MilePost"": 2.0, ""RoadName"": ""405""}",/Date(1738846800000-0800)/,Construction,Open,,"The left HOV lane of northbound I-405 from I-5 (milepost 0.5) to SR167 (milepost 2) will be closed nightly, 10 p.m. Tuesday, Feb. 4 – 5 a.m. Thursday, Feb. 6.",/Date(1738611235963-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.461793951, ""Longitude"": -122.254741283, ""MilePost"": 0.5, ""RoadName"": ""405""}",/Date(1738656000000-0800)/,2025-02-04 16:23:32.489436
564092,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.051983685, ""Longitude"": -123.213078456, ""MilePost"": 9.88, ""RoadName"": ""008""}",/Date(1767205980000-0800)/,Construction,Open,,"SR 8 is reduced to one lane in each direction near Mox Chehalis Road east of McCleary. The speed limit is reduced to 50 mph for a <a href=""https://wsdot.wa.gov/construction-planning/search-projects/us-12-sr-8-grays-harbor-county-fish-passage-barriers-remove-fish-barriers"">fish barrier removal project</a>.",/Date(1733847153173-0800)/,Medium,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.049602263, ""Longitude"": -123.236127078, ""MilePost"": 8.75, ""RoadName"": ""008""}",/Date(1693243980000-0700)/,2025-02-04 16:23:32.489436
634345,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.785004425, ""Longitude"": -122.316610211, ""MilePost"": 178.28, ""RoadName"": ""005""}",/Date(1738760400000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the right lane on southbound I-5 between 44th Avenue West and 236th Street Southwest from 9 p.m. on Tuesday, Feb. 4 until 5 a.m. on Wednesday, Feb. 5.",/Date(1738268808390-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.813360334, ""Longitude"": -122.293779303, ""MilePost"": 180.65, ""RoadName"": ""005""}",/Date(1738283100000-0800)/,2025-02-04 16:23:32.489436
624110,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.711148603, ""Longitude"": -121.162760762, ""MilePost"": 58.3, ""RoadName"": ""002""}",,Rest Area,Open,,The Iron Goat rest area is closed for the winter.,/Date(1731629118373-0800)/,Low,North Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.711148603, ""Longitude"": -121.162760762, ""MilePost"": 58.3, ""RoadName"": ""002""}",/Date(1731621900000-0800)/,2025-02-04 16:23:32.489436
631885,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.408895121, ""Longitude"": -120.290320617, ""MilePost"": 0.0, ""RoadName"": ""285""}",/Date(1736906400000-0800)/,Other,Open,,"Brief closure of SR 285 George Sellar Bridge on Tuesday (1/14) some time between 12 p.m. and 6 p.m., to allow for a super load to cross bridge. Super load is traveling from Quincy en route to Malaga. Do not attempt to go around traffic control.",/Date(1736880492510-0800)/,Medium,North Central,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.414889632, ""Longitude"": -120.305157452, ""MilePost"": 1.0, ""RoadName"": ""285""}",/Date(1736878500000-0800)/,2025-02-04 16:23:32.489436
634400,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.644843573, ""Longitude"": -122.347287785, ""MilePost"": 34.3, ""RoadName"": ""099""}",/Date(1739023200000-0800)/,Maintenance,Open,,"From 10 p.m. Friday, Feb. 7 until 6 a.m. Saturday, Feb. 8, crews will close both directions of the State Route 99 Tunnel in Seattle from just north of the West Seattle Bridge to just south of the Aurora Bridge for routine tunnel maintenance. Additionally, the Royal Brougham on-ramp to northbound SR 99 and the 6th Street on-ramp to southbound SR 99 will close an hour early at 9 p.m. on Friday, Feb. 7.",/Date(1738341411667-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.575429198, ""Longitude"": -122.339350818, ""MilePost"": 29.16, ""RoadName"": ""099""}",/Date(1738336200000-0800)/,2025-02-04 16:23:32.489436
624453,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""104""}",/Date(1748703600000-0700)/,Construction,Open,,"Crews are building a roundabout on SR 104 at Shine Road/Paradise Bay Road. Travelers will see shifted lanes, slower speeds and occasional one-way alternating traffic between 9 p.m. and 6 a.m. during the project.",/Date(1732320023183-0800)/,High,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.867724927, ""Longitude"": -122.63924111, ""MilePost"": 13.76, ""RoadName"": ""104""}",/Date(1731948240000-0800)/,2025-02-04 16:23:32.489436
634337,,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""520""}",/Date(1738969200000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the right lane on westbound SR 202 at the SR 202/SR 520 interchange from 10 a.m. to 3 p.m. on Friday, Feb. 7.",/Date(1738268107223-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 47.669998679, ""Longitude"": -122.107257427, ""MilePost"": 12.83, ""RoadName"": ""520""}",/Date(1738278360000-0800)/,2025-02-04 16:23:32.489436
634705,,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""090""}",/Date(1739156400000-0800)/,Maintenance,Open,,"Daily, from 5 a.m. to 7 p.m. Saturday, Feb 8, and Sunday, Feb.9, crews will close the westbound Interstate 90 off-ramp to Rainier Avenue in Seattle for utility work.",/Date(1738606453637-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 47.59345296, ""Longitude"": -122.312030263, ""MilePost"": 3.0, ""RoadName"": ""090""}",/Date(1738605360000-0800)/,2025-02-04 16:23:32.489436
634736,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738931400000-0800)/,Construction,Open,,"The southbound I-405 HOV off-ramp to southbound SR 167 will be closed nightly, 11:30 p.m. Monday, Feb. 3 – 4:30 a.m. Friday, Feb. 7. A signed detour will be in place.",/Date(1738611964997-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.467853603, ""Longitude"": -122.219633095, ""MilePost"": 2.24, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634870,Whitman,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""195""}",,Collision,Open,,"Collision on US 195 northbound at milepost 46.99 near MP Marker 47 beginning at 4:04 pm on February 4, 2025 until further notice.  Yield to emergency vehicles.",/Date(1738714080723-0800)/,Medium,Eastern,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 46.991511967, ""Longitude"": -117.352614095, ""MilePost"": 46.99, ""RoadName"": ""195""}",/Date(1738713840000-0800)/,2025-02-04 16:23:32.489436
634340,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1738933200000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the westbound Northgate Way on-ramp to southbound I-5 from 11 p.m. to 5 a.m. nightly Wednesday, Feb. 5 through the morning of Friday, Feb. 7.",/Date(1738268370070-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.708569121, ""Longitude"": -122.330140261, ""MilePost"": 172.77, ""RoadName"": ""005""}",/Date(1738282680000-0800)/,2025-02-04 16:23:32.489436
634723,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""167""}",/Date(1739019600000-0800)/,Construction,Open,,"Monday, February 3 to the morning of Saturday, February 8: The southbound SR 167 off-ramp to 15th Street Northwest will be closed nightly, from 10:00 p.m. – 5:00 a.m.",/Date(1738610688063-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.326335113, ""Longitude"": -122.245130848, ""MilePost"": 16.04, ""RoadName"": ""167""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
634684,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""104""}",/Date(1738846800000-0800)/,Maintenance,Open,,"From 9 p.m. Wednesday, Feb. 5 to 5 a.m. Thursday, Feb. 6, Ziply crews will close the center turn lane and the right lane of both directions of State Route 104 in Edmonds at 76th Avenue Northeast (milepost 29) for utility work. Crews will also have intermittent traffic holds.",/Date(1738597619827-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.777769717, ""Longitude"": -122.335313424, ""MilePost"": 28.83, ""RoadName"": ""104""}",/Date(1738596720000-0800)/,2025-02-04 16:23:32.489436
634107,,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""082""}",,Collision,Open,,"Due to bridge damage from a collision, I-82 westbound will be reduced to two lanes across the Yakima River Bridge. This lane reduction will remain in effect for several weeks until repairs are completed.",/Date(1738117273240-0800)/,High,South Central,"{""Description"": null, ""Direction"": ""W"", ""Latitude"": 46.631363242, ""Longitude"": -120.517258144, ""MilePost"": 30.8, ""RoadName"": ""082""}",/Date(1738069140000-0800)/,2025-02-04 16:23:32.489436
634425,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738915140000-0800)/,Construction,Open,,"The right lane of the southbound I-405 to westbound SR 522 off-ramp will be closed nightly from 10 p.m. to 11:59 p.m. on Monday, Feb. 3 to Thursday, Feb. 6.",/Date(1738353615847-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.758015511, ""Longitude"": -122.184427516, ""MilePost"": 23.67, ""RoadName"": ""405""}",/Date(1738569600000-0800)/,2025-02-04 16:23:32.489436
589521,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1743483600000-0700)/,Construction,Open,,A city of Shoreline project has reduced SR 523/Northeast 145th Street to one lane in each direction between First Avenue Northeast and I-5 through winter 2025. Project information: https://engage.shorelinewa.gov/145corridor.,/Date(1736274220017-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.734493457, ""Longitude"": -122.324923285, ""MilePost"": 174.61, ""RoadName"": ""005""}",/Date(1736274300000-0800)/,2025-02-04 16:23:32.489436
626173,Ferry,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""020""}",,Pass Report,Open,,SR20 Sherman Pass conditions are: compact snow and ice. There are no restrictions at this time.,/Date(1738704846147-0800)/,Medium,Eastern,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.607128186, ""Longitude"": -118.47980373, ""MilePost"": 319.45, ""RoadName"": ""020""}",/Date(1738704840000-0800)/,2025-02-04 16:23:32.489436
634740,,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""405""}",/Date(1738785240000-0800)/,Construction,Open,,"The northbound I-405 off-ramp to Northeast Fourth Street / Eighth Street will be closed overnight, 10 p.m. Tuesday, Feb. 4 – 4:30 a.m. Wednesday, Feb. 5. A signed detour will be in place.",/Date(1738612495297-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""N"", ""Latitude"": 47.61342334, ""Longitude"": -122.18843498, ""MilePost"": 13.55, ""RoadName"": ""405""}",/Date(1738656000000-0800)/,2025-02-04 16:23:32.489436
634835,Kitsap,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""307""}",/Date(1738713600000-0800)/,Road work,Open,,"Road work on SR 307 both directions at milepost 3 near NE Sawdust Hill Rd beginning at 9:55 am on February 4, 2025 until about 4:00 pm. ",/Date(1738691868820-0800)/,High,Olympic,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 47.779632168, ""Longitude"": -122.601109571, ""MilePost"": 3.0, ""RoadName"": ""307""}",/Date(1738691700000-0800)/,2025-02-04 16:23:32.489436
634339,,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1738933200000-0800)/,Construction,Open,,"Sound Transit contractor crews will close the southbound I-5 off-ramp to eastbound Northgate Way from 11 p.m. to 5 a.m. nightly Wednesday, Feb. 5 through the morning of Friday, Feb. 7.",/Date(1738268308630-0800)/,Low,Northwest,"{""Description"": null, ""Direction"": ""S"", ""Latitude"": 47.708569121, ""Longitude"": -122.330140261, ""MilePost"": 172.77, ""RoadName"": ""005""}",/Date(1738282560000-0800)/,2025-02-04 16:23:32.489436
632845,,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 0, ""Longitude"": 0, ""MilePost"": 0, ""RoadName"": ""005""}",/Date(1739008800000-0800)/,Maintenance,Open,,"From 9 p.m. Friday, Feb. 7 to 2 a.m. Saturday, Feb. 8, maintenance crews will close the center lanes of both directions of the 116th Street Northeast/Interstate 5 overpass in Marysville, leaving the right lane of both directions open. In addition, the eastbound 116th Street NE to northbound I-5 on-ramp; the westbound 116th Street NE to southbound I-5 on-ramp; the southbound I-5 off-ramp to eastbound 116th Street NE; and the northbound I-5 off-ramp to westbound 116th Street NE will close.",/Date(1738360368777-0800)/,Medium,Northwest,"{""Description"": null, ""Direction"": ""B"", ""Latitude"": 48.093375615, ""Longitude"": -122.184705574, ""MilePost"": 202.0, ""RoadName"": ""005""}",/Date(1737754200000-0800)/,2025-02-04 16:23:32.489436
